Seas,Week,Team,Opponent,Unique_ID,Opponent_ID,Home/Away,Score,Opp_Score,W/L,Lag_Score,Prev_W/L,Penalties,Penalty_Yds,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,INT_Thrown,Sk_Taken,SK_Yds,Pass_Long,Passer Rating,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Tgt,Receptions,Rec_Yds,Rec_TD,Rec_Lng,Fumble_Total,Fumbles_Lost,Def_INT,Def_INT_Yds,Def_INT_TD,Def_INT_Lng,PD,Def_Sk,Comb_Tkl,Solo_Tkl,Ast_Tkl,TFL,QBHits,Def_FR,Def_FR_Yds,Def_FR_TD,Force_Fum,K_Ret,K_Ret_Yds,K_Ret_YPR,K_Ret_TD,K_Ret_Lng,P_Ret,P_Ret_Yds,P_Ret_YPR,P_Ret_TD,P_Ret_Lng,XPM,XPA,FGM,FGA,Punts,Punt_Yds,Yards_Per_Punt,Punt_Lng,P_1D,P_1D_Perc,IAY,IAY_Per_Att,CAY,CAY_Per_CMP,CAY_Per_Att,P_YAC,P_YAC_Per_Cmp,P_Drops,P_Drop_Perc,BadTh,BadTh_Perc,Sk_Taken,QB_Blitzed,QB_Hurried,QB_Hits,QB_Pressured,QB_Pressured_Perc,Scrm,Yds_Per_Scrm,Rush_1D,Rush_YBC,Rush_YBC_Per_Att,Rush_YAC,Rush_YAC_Per_Att,Rush_BrkTkl,Rush_Att_Per_BrkTkl,Rec_1D,Rec_YBC,Rec_YBC_Per_Rec,Rec_YAC,Rec_YAC_Per_Rec,Rec_BrkTkl,Rec_BrkTkl_Per_Rec,Rec_Drop,Rec_Drop_Perc,Def_Air,Def_YAC,Def_Blitz,Def_Hrry,Def_QBKD,Def_Sk,Def_Pressure,Def_MTkl,Def_MTkl_Perc,opp_Penalties,opp_Penalty_Yds,opp_Pass_Cmp,opp_Pass_Att,opp_Pass_Yds,opp_Pass_TD,opp_INT_Thrown,opp_Sk_Taken,opp_SK_Yds,opp_Pass_Long,opp_Passer Rating,opp_Rush_Att,opp_Rush_Yds,opp_Rush_TD,opp_Rush_Lng,opp_Rec_Tgt,opp_Receptions,opp_Rec_Yds,opp_Rec_TD,opp_Rec_Lng,opp_Fumble_Total,opp_Fumbles_Lost,opp_Def_INT,opp_Def_INT_Yds,opp_Def_INT_TD,opp_Def_INT_Lng,opp_PD,opp_Def_Sk,opp_Comb_Tkl,opp_Solo_Tkl,opp_Ast_Tkl,opp_TFL,opp_QBHits,opp_Def_FR,opp_Def_FR_Yds,opp_Def_FR_TD,opp_Force_Fum,opp_K_Ret,opp_K_Ret_Yds,opp_K_Ret_YPR,opp_K_Ret_TD,opp_K_Ret_Lng,opp_P_Ret,opp_P_Ret_Yds,opp_P_Ret_YPR,opp_P_Ret_TD,opp_P_Ret_Lng,opp_XPM,opp_XPA,opp_FGM,opp_FGA,opp_Punts,opp_Punt_Yds,opp_Yards_Per_Punt,opp_Punt_Lng,opp_P_1D,opp_P_1D_Perc,opp_IAY,opp_IAY_Per_Att,opp_CAY,opp_CAY_Per_CMP,opp_CAY_Per_Att,opp_P_YAC,opp_P_YAC_Per_Cmp,opp_P_Drops,opp_P_Drop_Perc,opp_BadTh,opp_BadTh_Perc,opp_Sk_Taken,opp_QB_Blitzed,opp_QB_Hurried,opp_QB_Hits,opp_QB_Pressured,opp_QB_Pressured_Perc,opp_Scrm,opp_Yds_Per_Scrm,opp_Rush_1D,opp_Rush_YBC,opp_Rush_YBC_Per_Att,opp_Rush_YAC,opp_Rush_YAC_Per_Att,opp_Rush_BrkTkl,opp_Rush_Att_Per_BrkTkl,opp_Rec_1D,opp_Rec_YBC,opp_Rec_YBC_Per_Rec,opp_Rec_YAC,opp_Rec_YAC_Per_Rec,opp_Rec_BrkTkl,opp_Rec_BrkTkl_Per_Rec,opp_Rec_Drop,opp_Rec_Drop_Perc,opp_Def_Air,opp_Def_YAC,opp_Def_Blitz,opp_Def_Hrry,opp_Def_QBKD,opp_Def_Sk,opp_Def_Pressure,opp_Def_MTkl,opp_Def_MTkl_Perc
2018,17,ATL,TAM,2018ATL17,2018TAM17,Away,34,32,W,24,1,4,41,15,26,239,3,0,1,6,75,126.9,21,194,0,60,26,15,239,3,75,2,2,3,8,0,6,6,2,89,46,43,3,9,1,0,0,1,1,10,10,0,10,1,9,9,0,9,3,3,1,1,5,235,47,54,8,29.62962963,285,10.96153846,128,8.533333333,4.923076923,111,7.4,2,7.692307692,4,15.38461538,1,6,1,2,4,14.81481481,0,0,6,146,6.952380952,48,2.285714286,2,0.095238095,8,128,8.533333333,111,7.4,2,0.133333333,2,13.33333333,194,154,21,5,6,2,14,8,8.24742268,9,72,34,48,336,1,0,3,16,38,97.2,24,63,1,8,48,34,336,1,38,2,2,0,0,0,0,1,1,52,41,11,8,2,0,0,0,1,2,69,34.5,0,38,0,0,0,0,0,4,4,4,6,4,204,51,57,19,37.25490196,475,9.895833333,193,5.676470588,4.020833333,143,4.205882353,1,2.083333333,6,12.5,3,9,5,4,12,22.22222222,3,4.7,1,31,1.291666667,32,1.333333333,2,0.083333333,19,200,5.882352941,136,4,3,0.088235294,1,2.941176471,128,70,14,2,1,1,4,1,1.886792453
2019,2,ATL,PHI,2019ATL2,2019PHI2,Home,24,20,W,12,0,9,78,33,46,304,2,2,4,32,23,85.8,17,73,0,16,45,33,304,2,23,1,1,0,0,0,0,0,1,51,36,15,4,2,0,0,0,1,2,44,22,0,26,4,46,11.5,0,18,0,0,0,0,3,130,43.33333333,52,16,32,360,7.826086957,186,5.636363636,4.043478261,118,3.575757576,0,0,6,13.04347826,4,10,7,3,14,26.92307692,2,12,5,48,2.823529412,25,1.470588235,2,0.117647059,16,186,5.636363636,118,3.575757576,3,0.090909091,0,0,53,47,11,2,2,1,5,7,12.06896552,6,55,28,39,313,3,0,1,0,53,121,31,123,1,19,39,28,313,3,53,0,0,0,0,0,0,6,1,49,38,11,3,8,0,0,0,0,0,0,0,0,0,4,46,11.5,0,17,3,3,1,1,3,154,51.33333333,54,13,32.5,343,8.794871795,219,7.821428571,5.615384615,94,3.357142857,2,5.128205128,6,15.38461538,1,12,2,3,6,15,0,0,9,56,1.806451613,67,2.161290323,0,0,13,219,7.821428571,94,3.357142857,1,0.035714286,2,7.142857143,194,186,12,9,7,1,17,6,10.90909091
2019,3,ATL,IND,2019ATL3,2019IND3,Away,24,27,L,24,1,10,58,27,43,320,3,3,1,10,54,79.6,17,57,0,28,43,27,320,3,54,1,0,2,10,0,10,6,3,58,45,13,6,10,2,0,0,1,0,0,0,0,0,3,12,4,0,6,3,3,1,2,3,118,39.33333333,42,15,34.09090909,399,9.279069767,156,5.777777778,3.627906977,164,6.074074074,2,4.651162791,5,11.62790698,1,13,5,5,11,24.44444444,1,4,3,47,2.764705882,10,0.588235294,0,0,15,156,5.777777778,164,6.074074074,3,0.111111111,2,7.407407407,183,99,7,8,4,3,15,3,4.918032787,8,65,17,28,146,3,1,3,25,19,95.2,34,167,0,55,26,17,146,3,19,1,1,0,0,0,0,1,4,55,39,16,6,5,0,0,0,2,2,38,19,0,21,4,42,10.5,0,18,1,3,0,0,5,248,49.6,60,8,25.80645161,140,5,42,2.470588235,1.5,104,6.117647059,0,0,3,10.71428571,3,6,4,2,9,25.71428571,4,5.3,11,41,1.205882353,126,3.705882353,1,0.029411765,8,42,2.470588235,104,6.117647059,0,0,0,0,95,71,4,2,1,4,7,4,6.779661017
2019,4,ATL,TEN,2019ATL4,2019TEN4,Home,10,24,L,24,0,16,128,29,34,304,3,1,0,0,34,121.1,20,93,0,28,33,29,304,3,34,0,0,0,0,0,0,3,1,59,45,14,5,5,0,0,0,0,2,45,22.5,0,28,1,10,10,0,10,3,3,1,1,1,39,39,39,17,50,292,8.588235294,212,7.310344828,6.235294118,92,3.172413793,1,2.941176471,2,5.882352941,0,5,1,4,5,14.70588235,0,0,6,54,2.7,39,1.95,4,0.2,17,212,7.310344828,92,3.172413793,1,0.034482759,1,3.448275862,191,192,12,6,3,1,11,12,16.90140845,9,101,23,40,304,0,0,9,55,47,81.7,26,91,1,12,38,23,304,0,47,2,0,0,0,0,0,3,0,48,29,19,5,2,2,0,0,0,1,25,25,0,25,1,0,0,0,0,1,1,0,0,8,372,46.5,63,15,30.6122449,431,10.775,243,10.56521739,6.075,61,2.652173913,2,5,8,20,9,19,8,4,21,39.62264151,4,7.3,5,26,1,65,2.5,2,0.076923077,15,243,10.56521739,61,2.652173913,1,0.043478261,2,8.695652174,127,69,19,2,1,0,3,4,7.692307692
2019,5,ATL,HOU,2019ATL5,2019HOU5,Away,32,53,L,10,0,7,50,35,53,397,0,0,5,33,28,88.3,17,58,1,12,50,35,397,0,28,1,1,0,0,0,0,0,0,76,25,51,6,4,0,0,0,3,2,42,21,0,29,1,2,2,0,2,1,1,1,2,3,129,43,50,17,29.31034483,468,8.830188679,223,6.371428571,4.20754717,174,4.971428571,3,5.660377358,7,13.20754717,5,11,8,2,15,25,2,9,5,35,2.058823529,23,1.352941176,1,0.058823529,17,223,6.371428571,174,4.971428571,2,0.057142857,3,8.571428571,117,118,4,7,0,0,7,10,11.62790698,7,81,21,34,160,0,1,6,32,14,75.3,22,136,1,40,32,21,160,0,14,1,1,0,0,0,0,5,3,70,42,28,3,5,3,1,0,3,0,0,0,0,0,1,18,18,0,18,1,1,1,2,5,257,51.4,71,7,17.5,314,9.235294118,65,3.095238095,1.911764706,95,4.523809524,0,0,7,20.58823529,6,10,3,2,11,26.19047619,2,5.5,8,72,3.272727273,64,2.909090909,1,0.045454545,7,65,3.095238095,95,4.523809524,3,0.142857143,0,0,90,142,18,2,2,3,7,12,14.63414634
2019,6,ATL,ARI,2019ATL6,2019ARI6,Away,33,34,L,32,0,7,63,32,46,330,3,1,2,14,29,102.6,20,57,1,21,44,32,330,3,29,1,0,0,0,0,0,1,0,75,46,29,3,1,1,0,0,3,4,64,16,0,24,0,0,0,0,0,3,3,1,1,5,251,50.2,60,14,29.16666667,366,7.956521739,195,6.09375,4.239130435,135,4.21875,1,2.173913043,7,15.2173913,2,20,5,0,7,14.28571429,1,7,5,38,1.9,19,0.95,0,0,14,195,6.09375,135,4.21875,2,0.0625,1,3.125,223,182,10,1,1,0,2,9,10.71428571,12,96,20,32,253,0,0,1,5,28,87.1,38,266,2,37,31,20,253,0,28,0,0,0,0,0,0,3,1,61,37,24,2,3,0,0,0,0,2,52,26,0,30,2,24,12,0,17,2,2,4,5,3,150,50,55,13,39.39393939,247,7.71875,179,8.95,5.59375,74,3.7,1,3.125,6,18.75,1,14,0,2,3,8.333333333,3,14.7,11,181,4.763157895,85,2.236842105,1,0.026315789,13,179,8.95,74,3.7,0,0,1,5,124,122,42,2,2,1,5,5,7.575757576
2019,7,ATL,LAR,2019ATL7,2019LAR7,Home,10,37,L,33,0,8,72,30,36,356,4,0,2,15,30,144.9,25,103,0,15,34,30,356,4,30,1,0,0,0,0,0,1,0,57,40,17,1,0,1,0,0,0,3,83,27.66666667,0,33,3,17,5.666666667,0,10,3,4,2,2,3,130,43.33333333,54,20,52.63157895,319,8.861111111,261,8.7,7.25,95,3.166666667,0,0,2,5.555555556,2,18,1,4,7,17.5,2,3.5,7,34,1.36,69,2.76,0,0,20,261,8.7,95,3.166666667,0,0,0,0,180,160,18,3,0,0,3,3,5,8,59,13,24,78,0,0,4,30,12,60.8,22,109,1,22,24,13,78,0,12,2,1,1,0,0,0,3,2,92,51,41,6,5,2,22,0,1,3,74,24.66666667,0,27,1,8,8,0,8,1,1,0,0,5,269,53.8,61,1,3.571428571,155,6.458333333,29,2.230769231,1.208333333,49,3.769230769,1,4.166666667,8,33.33333333,4,7,6,0,10,35.71428571,0,0,9,54,2.454545455,55,2.5,5,0.227272727,1,29,2.230769231,49,3.769230769,1,0.076923077,1,7.692307692,91,228,12,4,1,2,7,11,10.67961165
2019,8,ATL,SEA,2019ATL8,2019SEA8,Home,20,27,L,10,0,5,48,22,33,224,1,1,5,38,39,60.6,15,38,0,9,33,22,224,1,39,4,2,0,0,0,0,3,0,76,53,23,7,3,2,0,0,0,2,65,32.5,0,33,1,-6,-6,0,0,1,1,1,2,5,205,41,50,12,31.57894737,272,8.242424242,179,8.136363636,5.424242424,45,2.045454545,2,6.060606061,8,24.24242424,5,11,5,6,16,41.02564103,1,2,1,21,1.4,17,1.133333333,0,0,12,179,8.136363636,45,2.045454545,1,0.045454545,2,9.090909091,130,138,23,0,3,0,3,7,8.43373494,2,18,20,41,241,1,1,1,0,48,65.2,26,106,0,17,38,20,241,1,48,1,1,0,0,0,0,5,1,54,33,21,3,1,0,0,0,1,3,58,19.33333333,0,22,2,12,6,0,6,1,1,3,4,3,154,51.33333333,56,10,23.80952381,459,11.19512195,177,8.85,4.317073171,64,3.2,3,7.317073171,13,31.70731707,1,17,6,7,14,31.81818182,2,10,8,74,2.846153846,32,1.230769231,1,0.038461538,10,177,8.85,64,3.2,1,0.05,3,15,106,37,6,4,0,1,5,1,1.818181818
2019,10,ATL,NOR,2019ATL10,2019NOR10,Away,26,9,W,20,0,5,40,39,52,460,1,1,2,19,35,99.8,17,69,1,23,49,39,460,1,35,2,2,0,0,0,0,2,2,55,33,22,3,4,0,0,0,0,1,22,22,0,22,3,8,2.666666667,0,6,0,0,2,4,1,36,36,36,24,44.44444444,352,6.769230769,224,5.743589744,4.307692308,236,6.051282051,0,0,7,13.46153846,2,16,1,5,8,14.81481481,0,0,4,9,0.529411765,60,3.529411765,0,0,24,224,5.743589744,236,6.051282051,1,0.025641026,0,0,111,71,10,1,2,2,5,4,6.779661017,2,15,34,43,373,3,1,0,0,36,116.4,29,137,1,31,43,34,373,3,36,0,0,0,0,0,0,2,3,38,28,10,5,2,0,0,0,0,0,0,0,0,0,3,17,5.666666667,0,8,4,4,1,2,2,88,44,50,20,46.51162791,228,5.302325581,131,3.852941176,3.046511628,242,7.117647059,1,2.325581395,7,16.27906977,0,18,6,4,10,23.25581395,0,0,8,62,2.137931034,75,2.586206897,2,0.068965517,20,131,3.852941176,242,7.117647059,2,0.058823529,1,2.941176471,133,87,13,6,0,3,9,2,5
2019,11,ATL,CAR,2019ATL11,2019CAR11,Away,29,3,W,26,1,7,48,20,35,182,2,1,1,8,54,78.5,34,143,0,19,32,20,182,2,54,0,0,0,0,0,0,2,6,57,42,15,5,11,0,0,0,0,0,0,0,0,0,2,33,16.5,0,21,2,2,4,4,2,77,38.5,40,9,25,260,7.428571429,93,4.65,2.657142857,89,4.45,0,0,4,11.42857143,1,12,1,4,6,15.78947368,2,6.5,9,81,2.382352941,62,1.823529412,0,0,9,93,4.65,89,4.45,0,0,0,0,182,107,13,1,4,6,12,3,5,5,46,28,43,307,1,1,3,26,38,84.2,23,120,1,18,38,28,307,1,38,2,1,0,0,0,0,4,2,52,34,18,3,5,1,0,0,0,4,80,20,0,36,0,0,0,0,0,1,1,1,1,3,122,40.66666667,48,19,41.30434783,358,8.325581395,183,6.535714286,4.255813953,124,4.428571429,0,0,6,13.95348837,3,7,4,6,13,27.08333333,2,6,6,95,4.130434783,25,1.086956522,0,0,19,183,6.535714286,124,4.428571429,1,0.035714286,0,0,120,113,20,2,1,2,6,6,10.34482759
2019,12,ATL,TAM,2019ATL12,2019TAM12,Home,22,35,L,29,1,3,20,22,32,314,1,0,3,19,48,111.1,26,54,1,11,31,22,314,1,48,3,0,4,23,0,16,9,5,68,33,35,7,11,3,0,0,0,0,0,0,0,0,3,78,26,1,78,2,2,3,4,3,127,42.33333333,50,15,42.85714286,292,9.125,235,10.68181818,7.34375,79,3.590909091,3,9.375,3,9.375,3,8,2,4,9,25.71428571,0,0,4,17,0.653846154,37,1.423076923,2,0.076923077,15,237,10.77272727,77,3.5,1,0.045454545,3,13.63636364,269,204,6,7,4,5,16,9,11.68831169,7,55,30,51,313,2,4,2,15,48,57.1,8,36,0,23,49,30,313,2,48,1,0,0,0,0,0,2,1,58,47,11,3,3,1,-5,0,1,1,16,16,0,16,1,7,7,0,7,2,2,1,1,3,129,43,46,14,26.41509434,454,8.901960784,215,7.166666667,4.215686275,98,3.266666667,2,3.921568627,10,19.60784314,2,24,6,6,14,25.92592593,1,23,2,28,3.5,8,1,0,0,14,209,6.966666667,104,3.466666667,1,0.033333333,2,6.666666667,109,132,34,3,2,1,6,8,12.12121212
2019,13,ATL,NOR,2019ATL13,2019NOR13,Home,18,26,L,22,0,7,60,28,55,326,1,1,6,46,53,59.2,19,57,1,15,53,28,326,1,53,2,1,2,0,0,0,5,0,64,23,41,3,1,1,0,0,0,0,0,0,0,0,3,8,2.666666667,0,6,1,1,3,3,6,261,43.5,54,14,22.95081967,531,9.654545455,226,8.071428571,4.109090909,100,3.571428571,0,0,10,18.18181818,6,12,3,4,13,20.96774194,1,8,5,39,2.052631579,18,0.947368421,0,0,14,226,8.071428571,100,3.571428571,2,0.071428571,0,0,186,110,10,3,1,0,4,7,9.85915493,12,123,30,39,311,3,1,2,11,30,114.4,18,118,1,30,38,30,311,3,30,0,0,0,0,0,0,4,4,62,46,16,7,6,1,0,0,1,0,0,0,0,0,1,-2,-2,0,-2,4,4,2,2,3,148,49.33333333,54,17,41.46341463,374,9.58974359,187,6.233333333,4.794871795,124,4.133333333,0,0,3,7.692307692,2,10,0,2,4,9.756097561,0,0,5,68,3.777777778,50,2.777777778,3,0.166666667,17,187,6.233333333,124,4.133333333,3,0.1,0,0,193,189,13,8,0,4,12,5,7.462686567
2019,14,ATL,CAR,2019ATL14,2019CAR14,Home,40,20,W,18,0,4,18,35,50,312,2,2,9,53,23,83.1,26,89,0,9,47,35,312,2,23,2,1,0,0,0,0,4,0,43,26,17,0,1,1,0,0,0,2,76,38,0,47,2,0,0,0,2,0,1,2,3,3,87,29,41,18,30.50847458,345,6.9,223,6.371428571,4.46,89,2.542857143,0,0,9,18,9,30,4,4,17,27.41935484,3,7,4,49,1.884615385,40,1.538461538,3,0.115384615,18,223,6.371428571,89,2.542857143,0,0,0,0,77,112,14,2,0,0,2,2,4.444444444,5,43,27,46,278,2,1,7,65,33,81.6,20,65,1,17,43,27,278,2,33,2,1,0,0,0,0,1,5,58,31,27,5,9,1,-2,0,1,1,16,16,0,16,3,35,11.66666667,0,16,3,3,0,0,8,338,42.25,51,18,33.96226415,418,9.086956522,175,6.481481481,3.804347826,103,3.814814815,6,13.04347826,7,15.2173913,7,11,6,3,16,28.57142857,3,7.3,2,36,1.8,29,1.45,1,0.05,18,175,6.481481481,103,3.814814815,0,0,6,22.22222222,112,46,26,2,4,5,12,12,17.14285714
2019,15,ATL,SFO,2019ATL15,2019SFO15,Away,29,22,W,40,1,6,58,20,34,313,2,0,1,11,93,109.1,32,159,2,27,31,20,313,2,93,0,0,2,43,0,22,6,5,64,45,19,7,7,2,3,0,3,0,0,0,0,0,2,13,6.5,0,8,4,4,4,4,4,177,44.25,50,13,37.14285714,322,9.470588235,176,8.8,5.176470588,137,6.85,1,2.941176471,6,17.64705882,1,19,2,6,9,25,1,8,9,129,4.03125,30,0.9375,4,0.125,13,176,8.8,137,6.85,3,0.15,1,5,109,178,8,1,2,5,8,6,8.571428571,10,67,27,36,384,5,1,3,30,75,131.7,24,162,1,31,35,27,384,5,75,0,0,0,0,0,0,7,0,58,43,15,6,3,1,0,0,2,1,21,21,0,21,1,3,3,0,3,6,6,2,2,3,134,44.66666667,49,15,38.46153846,238,6.611111111,194,7.185185185,5.388888889,190,7.037037037,4,11.11111111,2,5.555555556,3,17,0,2,5,12.5,1,2,7,129,5.375,33,1.375,0,0,15,194,7.185185185,190,7.037037037,1,0.037037037,4,14.81481481,118,168,15,2,0,0,2,14,19.44444444
2019,16,ATL,JAX,2019ATL16,2019JAX16,Home,24,12,W,29,1,11,98,25,39,210,2,0,2,9,28,95,20,89,1,16,39,25,210,2,28,1,1,0,0,0,0,4,1,64,35,29,2,3,2,0,1,2,3,70,23.33333333,0,29,4,19,4.75,0,7,2,2,1,1,5,252,50.4,59,14,34.14634146,213,5.461538462,82,3.28,2.102564103,128,5.12,2,5.128205128,4,10.25641026,2,5,2,5,9,20,4,7,3,68,3.4,21,1.05,1,0.05,14,82,3.28,128,5.12,1,0.04,2,8,67,149,13,4,2,1,7,7,9.85915493,8,87,17,29,201,2,0,2,16,55,102.8,22,77,0,17,28,17,201,2,55,0,0,0,0,0,0,4,4,66,51,15,8,5,0,0,0,0,1,35,35,0,35,1,8,8,0,8,2,2,2,2,5,248,49.6,66,10,32.25806452,241,8.310344828,104,6.117647059,3.586206897,97,5.705882353,1,3.448275862,6,20.68965517,2,8,2,3,7,20,4,6,4,23,1.045454545,54,2.454545455,1,0.045454545,10,104,6.117647059,97,5.705882353,1,0.058823529,1,5.882352941,95,172,15,5,1,4,10,11,14.28571429
2019,17,ATL,TAM,2019ATL17,2019TAM17,Away,28,22,W,24,1,9,64,32,45,384,1,2,1,1,32,85.8,27,135,2,18,43,32,384,1,32,0,0,0,0,0,0,5,3,49,27,22,2,5,2,0,0,1,3,43,14.33333333,0,15,3,20,6.666666667,0,12,3,3,1,2,3,121,40.33333333,47,20,43.47826087,391,8.688888889,262,8.1875,5.822222222,122,3.8125,2,4.444444444,4,8.888888889,1,9,2,4,7,14.89361702,1,9,8,86,3.185185185,49,1.814814815,0,0,20,262,8.1875,122,3.8125,1,0.03125,2,6.25,92,96,11,3,1,3,8,3,5.769230769,6,45,25,48,335,1,4,3,6,31,46.8,21,106,1,49,47,25,335,1,31,1,1,1,31,0,31,6,5,54,40,14,5,6,1,7,0,2,5,74,14.8,0,18,2,3,1.5,0,2,2,2,2,3,2,81,40.5,42,15,29.41176471,623,12.97916667,252,10.08,5.25,83,3.32,3,6.25,9,18.75,3,21,2,2,7,13.20754717,2,8,4,28,1.333333333,78,3.714285714,0,0,15,252,10.08,83,3.32,2,0.08,3,12,111,73,18,9,3,5,17,2,3.571428571
2020,2,ATL,DAL,2020ATL2,2020DAL2,Away,39,40,L,25,0,6,72,37,54,450,2,1,2,16,44,98.5,21,72,1,15,52,37,450,2,44,1,1,0,0,0,0,1,3,64,37,27,4,10,0,0,0,0,0,0,0,0,0,1,8,8,0,8,1,2,2,2,2,100,50,55,23,41.07142857,524,9.703703704,344,9.297297297,6.37037037,106,2.864864865,4,7.407407407,5,9.259259259,2,19,4,6,12,21.42857143,0,0,4,44,2.095238095,28,1.333333333,0,0,23,344,9.297297297,106,2.864864865,3,0.081081081,4,10.81081081,168,132,20,3,6,3,13,7,9.85915493,7,50,25,39,266,1,0,3,22,33,92.5,27,136,1,14,37,25,266,1,33,0,0,1,0,0,0,4,1,76,49,27,1,3,0,0,0,0,2,48,24,0,27,1,20,20,0,20,2,2,1,2,4,156,39,54,14,33.33333333,283,7.256410256,152,6.08,3.897435897,114,4.56,2,5.128205128,6,15.38461538,3,8,4,4,11,24.44444444,3,10,9,56,2.074074074,80,2.962962963,4,0.148148148,14,152,6.08,114,4.56,1,0.04,2,8,80,195,13,1,2,1,4,9,10.58823529
2020,3,ATL,CHI,2020ATL3,2020CHI3,Home,26,30,L,39,0,8,51,24,37,273,4,0,1,6,42,126.3,34,113,0,10,36,24,273,4,42,0,0,0,0,0,0,4,1,81,55,26,2,4,3,3,0,4,3,62,20.66666667,0,25,0,0,0,0,0,3,3,4,4,4,158,39.5,44,15,39.47368421,377,10.18918919,168,7,4.540540541,105,4.375,3,8.108108108,4,10.81081081,1,8,6,3,10,23.80952381,4,4,5,75,2.205882353,38,1.117647059,0,0,15,168,7,105,4.375,0,0,3,12.5,245,205,18,7,4,1,13,10,10.98901099,5,48,18,28,190,2,2,4,21,28,78,32,135,0,23,28,18,190,2,28,1,0,1,10,0,10,5,4,53,44,9,6,4,2,0,0,1,4,93,23.25,0,30,0,0,0,0,0,2,2,1,2,3,134,44.66666667,51,11,34.375,239,8.535714286,119,6.611111111,4.25,71,3.944444444,1,3.571428571,4,14.28571429,4,8,1,1,6,18.18181818,1,12,7,37,1.15625,98,3.0625,4,0.125,11,119,6.611111111,71,3.944444444,3,0.166666667,1,5.555555556,174,80,26,1,1,4,6,2,3.636363636
2020,4,ATL,GNB,2020ATL4,2020GNB4,Away,16,30,L,26,0,7,75,19,38,238,1,1,2,11,63,67.7,25,144,2,35,38,19,238,1,63,1,0,2,23,0,23,7,2,64,43,21,7,9,0,0,0,2,2,26,13,0,14,3,32,10.66666667,0,14,2,3,2,3,6,233,38.83333333,45,13,32.5,423,11.13157895,161,8.473684211,4.236842105,77,4.052631579,3,7.894736842,12,31.57894737,2,10,6,5,13,32.5,0,0,6,101,4.04,43,1.72,1,0.04,13,161,8.473684211,77,4.052631579,0,0,3,15.78947368,164,154,21,4,7,2,13,5,7.246376812,2,10,21,32,283,3,0,1,12,72,124.9,26,98,1,19,30,21,283,3,72,0,0,0,0,0,0,3,2,64,43,21,2,2,1,0,0,3,2,30,15,0,17,0,0,0,0,0,4,4,3,3,1,38,38,38,14,42.42424242,288,9,132,6.285714286,4.125,151,7.19047619,1,3.125,7,21.875,1,12,2,2,5,14.70588235,1,13,6,50,1.923076923,48,1.846153846,0,0,14,132,6.285714286,151,7.19047619,0,0,1,4.761904762,125,163,13,1,0,2,3,18,21.95121951
2020,5,ATL,CAR,2020ATL5,2020CAR5,Home,16,23,L,16,0,3,23,28,39,285,0,0,4,36,21,92.4,25,78,2,13,39,28,285,0,21,0,0,0,0,0,0,1,1,62,47,15,6,1,0,0,0,0,2,39,19.5,0,26,0,0,0,0,0,1,2,1,1,3,122,40.66666667,44,15,34.88372093,369,9.461538462,174,6.214285714,4.461538462,111,3.964285714,1,2.564102564,5,12.82051282,4,7,3,3,10,22.22222222,2,5,8,42,1.68,36,1.44,8,0.32,15,174,6.214285714,111,3.964285714,5,0.178571429,1,3.571428571,151,156,19,3,0,1,4,8,11.42857143,10,72,26,37,276,2,1,0,0,24,98.5,35,168,2,22,36,26,276,2,24,0,0,0,0,0,0,2,1,53,37,16,7,3,1,0,0,1,2,42,21,0,24,2,6,3,0,6,4,4,1,2,1,42,42,42,17,45.94594595,228,6.162162162,103,3.961538462,2.783783784,173,6.653846154,2,5.405405405,5,13.51351351,0,20,1,3,4,10,3,11.7,11,68,1.942857143,100,2.857142857,4,0.114285714,17,103,3.961538462,173,6.653846154,7,0.269230769,2,7.692307692,75,56,13,3,3,1,7,5,8.620689655
2020,6,ATL,MIN,2020ATL6,2020MIN6,Away,40,23,W,16,0,3,40,21,37,226,0,1,2,19,26,63.6,24,166,1,35,35,21,226,0,26,1,0,0,0,0,0,2,0,71,42,29,4,4,1,0,0,0,2,47,23.5,0,24,1,3,3,0,3,1,1,3,3,3,139,46.33333333,52,11,28.20512821,284,7.675675676,142,6.761904762,3.837837838,84,4,3,8.108108108,6,16.21621622,2,7,5,3,10,25.64102564,0,0,10,47,1.958333333,119,4.958333333,5,0.208333333,11,142,6.761904762,84,4,2,0.095238095,3,14.28571429,135,178,13,2,4,0,6,17,19.31818182,6,55,27,39,249,2,1,3,1,25,92.8,41,201,1,25,38,27,249,2,25,3,1,1,7,0,7,2,4,42,30,12,5,9,1,0,0,0,2,37,18.5,0,20,3,7,2.333333333,0,7,2,2,2,2,2,96,48,57,17,40.47619048,271,6.948717949,153,5.666666667,3.923076923,96,3.555555556,1,2.564102564,5,12.82051282,3,11,5,3,11,26.19047619,0,0,12,60,1.463414634,141,3.43902439,4,0.097560976,17,153,5.666666667,96,3.555555556,1,0.037037037,1,3.703703704,143,74,24,6,5,4,15,6,12.5
